domain,countryCode,LON,PageViewsEnglish,birthyear,birthstate,occupation,en_curid,numlangs,birthcity,AverageViews,TotalPageViews,countryName,HPI,countryCode3,PageViewsNonEnglish,name,L_star,gender,industry,StdDevPageViews,continentName,LAT,wikiquote name
ARTS,US,-84.39,19677608,1980,GA,SINGER,1532027,36,Atlanta,627045.1111,22573624,UNITED STATES,17.28984435,USA,2896016,T.I.,2.032888603,Male,MUSIC,129843.9,North America,33.755,T.I.
ARTS,US,-83.166944,14515272,1980,MI,ACTOR,1296564,45,Huntington Woods,477923.8889,21506575,UNITED STATES,19.30673622,USA,6991303,Kristen Bell,3.886391379,Female,FILM AND THEATRE,94965.67131,North America,42.480556,Kristen Bell
ARTS,US,-74.144839,19729106,1980,NY,SINGER,144171,72,New York,490432.5139,35311141,UNITED STATES,20.82657747,USA,15582035,Christina Aguilera,6.150973917,Female,MUSIC,192500.4982,North America,40.576281,Christina Aguilera
ARTS,US,-71.183333,8300416,1980,MA,ACTOR,236447,33,Boston,346259.7273,11426571,UNITED STATES,18.06813345,USA,3126155,Eliza Dushku,3.245990172,Female,FILM AND THEATRE,47685.25779,North America,42.370833,Eliza Dushku
SPORTS,BR,-51.23,14213401,1980,,SOCCER PLAYER,524577,77,Porto Alegre,497528.4156,38309688,BRAZIL,21.86520217,BRA,24096287,Ronaldinho,10.68728237,Male,TEAM SPORTS,212406.2667,South America,-30.033056,Ronaldinho
SPORTS,GB,-2.798,7379219,1980,,SOCCER PLAYER,547384,64,Whiston,208707.7969,13357299,UNITED KINGDOM,20.04416377,GBR,5978080,Steven Gerrard,7.267913856,Male,TEAM SPORTS,64163.43689,Europe,53.413,Steven Gerrard
SPORTS,GB,0.08,5013776,1980,,SOCCER PLAYER,446099,60,Barking,124617.4167,7477045,UNITED KINGDOM,18.22285439,GBR,2463269,John Terry,4.602796841,Male,TEAM SPORTS,54302.14802,Europe,51.54,John Terry
SPORTS,SK,21.25,3271766,1980,,TENNIS PLAYER,19047,53,Ko‰äöå¡ice,116639.283,6181882,SLOVAKIA,18.35282959,SVK,2910116,Martina Hingis,6.549067589,Female,INDIVIDUAL SPORTS,58538.41476,Europe,48.716667,Martina Hingis
ARTS,RU,37.616667,4839174,1980,,MUSICIAN,2798963,28,Moscow,235701.1071,6599631,Russia,17.40366842,RUS,1760457,Regina Spektor,3.269674852,Female,MUSIC,25761.89087,Europe,55.75,Regina Spektor
SPORTS,US,-118.345844,5830,1979,CA,WRESTLER,7419707,28,Los Angeles,64884.96429,1816779,United States,17.49191246,USA,1810949,John Hennigan,4.662895847,Male,INDIVIDUAL SPORTS,11226.96981,North America,33.758647,John Hennigan
ARTS,US,-118.25,14959608,1979,CA,MUSICIAN,1084346,33,Los Angeles,637703.6364,21044220,UNITED STATES,17.88094662,USA,6084612,Adam Levine,3.546224598,Male,MUSIC,265418.3806,North America,34.05,Adam Levine
ARTS,US,-90.471592,6728708,1979,MS,SINGER,144809,31,McComb,238251.8065,7385806,UNITED STATES,15.55561375,USA,657098,Brandy Norwood,1.613013437,Female,MUSIC,43973.60294,North America,31.244472,Brandy Norwood
ARTS,US,-87.723611,5878745,1979,IL,MUSICIAN,2237869,27,Chicago,278609.2593,7522450,United States,17.06325063,USA,1643705,Peter Wentz,2.75142986,Male,MUSIC,36856.26748,North America,42.077222,Peter Wentz
ARTS,US,-75.099722,334010,1979,PA,SINGER,215566,53,Doylestown,123743.2453,6558392,United States,19.74521343,USA,6224382,Pink,9.450006466,Female,MUSIC,56136.57258,North America,40.1,Pink
ARTS,US,-74.0059,9922327,1979,NY,ACTOR,224484,44,New York,350954.2045,15441985,UNITED STATES,18.75013906,USA,5519658,Claire Danes,4.167313649,Female,FILM AND THEATRE,116071.0137,North America,40.7127,Claire Danes
ARTS,US,-73.990278,13628932,1979,NY,SINGER,2144,48,New York,410049.1667,19682360,UNITED STATES,19.43388057,USA,6053428,Aaliyah,3.893556399,Female,MUSIC,83468.13544,North America,40.692778,Aaliyah
ARTS,US,-73.990278,7555385,1979,NY,MUSICIAN,184860,48,New York,259985.8125,12479319,UNITED STATES,18.6806717,USA,4923934,Norah Jones,5.181222846,Female,MUSIC,121659.3597,North America,40.692778,Norah Jones
SPORTS,US,-73.864444,1773055,1979,NY,TENNIS PLAYER,259041,34,Lower Hudson Valley,75901.70588,2580658,UNITED STATES,16.47154015,USA,807603,James Blake,3.848403191,Male,INDIVIDUAL SPORTS,19772.90177,North America,40.941389,James Blake
ARTS,US,-73.615556,3254203,1979,NY,ACTOR,287316,34,Ghent,166417.5882,5658198,UNITED STATES,18.67990853,USA,2403995,Kristanna Loken,5.111976707,Female,FILM AND THEATRE,18835.61617,North America,42.329167,Kristanna Loken
SPORTS,IT,10.183333,3673266,1979,,SOCCER PLAYER,1700594,57,Flero,186067.6842,10605858,ITALY,19.1906594,ITA,6932592,Andrea Pirlo,9.525788527,Male,TEAM SPORTS,190854.0167,Europe,45.466667,Andrea Pirlo
PUBLIC FIGURE,NO,10.75,4481270,1979,,EXTREMIST,32501324,67,Oslo,127652.1642,8552695,Norway,17.85060807,NOR,4071425,Anders Behring Breivik,6.960400261,Male,OUTLAWS,296496.3854,Europe,59.95,Anders Behring Breivik
ARTS,AU,115.858889,25999636,1979,,ACTOR,17173785,73,Perth,730116.7671,53298524,AUSTRALIA,20.99718862,AUS,27298888,Heath Ledger,7.100919451,Male,FILM AND THEATRE,592128.5141,Oceania,-31.952222,Heath Ledger
ARTS,CN,116.383333,4405404,1979,,ACTOR,72811,43,Beijing,175378.907,7541293,China,18.90759875,CHN,3135889,Zhang Ziyi,5.74102842,Female,FILM AND THEATRE,37040.80262,Asia,39.916667,Zhang Ziyi
ARTS,CA,-123.1,5209992,1978,,ACTOR,15587,31,Vancouver,302592.2258,9380359,CANADA,19.00146032,CAN,4170367,Joshua Jackson,4.892920854,Male,FILM AND THEATRE,40373.74223,North America,49.25,Joshua Jackson
ARTS,US,-98.5,10753896,1978,TX,ACTOR,306460,40,San Antonio,410499.6,16419984,UNITED STATES,18.79425748,USA,5666088,Michelle Rodriguez,4.05083072,Female,FILM AND THEATRE,126189.3097,North America,29.416667,Michelle Rodriguez
SPORTS,US,-87.684722,13203463,1978,IL,WRESTLER,1656784,35,Chicago,537854.6286,18824912,UNITED STATES,18.39567533,USA,5621449,CM Punk,3.657308253,Male,INDIVIDUAL SPORTS,168917.7552,North America,41.836944,Phil Brooks
ARTS,CA,-81.2497,15782072,1978,,ACTOR,760163,41,London,626933.5366,25704275,CANADA,19.60466277,CAN,9922203,Rachel McAdams,4.396778532,Female,FILM AND THEATRE,171135.3802,North America,42.9837,Rachel McAdams
SPORTS,US,-75.166667,22493367,1978,PA,BASKETBALL PLAYER,246185,63,Philadelphia,515612.5238,32483589,UNITED STATES,20.04916168,USA,9990222,Kobe Bryant,4.206547311,Male,TEAM SPORTS,205243.7492,North America,39.95,Kobe Bryant
ARTS,GB,-3.16737,1184153,1978,,MUSICIAN,1453182,28,Kirkcaldy,70591.10714,1976551,UNITED KINGDOM,16.78459587,GBR,792398,Guy Berryman,4.777261915,Male,MUSIC,13083.85916,Europe,56.11073,Guy Berryman
SPORTS,GB,-0.0902,3666778,1978,,SOCCER PLAYER,178967,55,Denmark Hill,118402.4545,6512135,UNITED KINGDOM,19.4843819,GBR,2845357,Rio Ferdinand,6.697644757,Male,TEAM SPORTS,28654.32374,Europe,51.4678,Rio Ferdinand
SPORTS,GB,0.1801,7263439,1978,,SOCCER PLAYER,708834,68,Romford,185169.1176,12591500,United Kingdom,19.99434965,GBR,5328061,Frank Lampard,6.579122908,Male,TEAM SPORTS,75664.5753,Europe,51.5768,Frank Lampard
SPORTS,IT,10.1,3744824,1978,,SOCCER PLAYER,615874,63,Carrara,178751.254,11261329,ITALY,19.78139438,ITA,7516505,Gianluigi Buffon,10.16975658,Male,TEAM SPORTS,169165.2022,Europe,44.079167,Gianluigi Buffon
ARTS,IN,72.825833,6947821,1978,,ACTOR,354295,43,Mumbai,196578.3953,8452871,India,17.11683613,IND,1505050,Rani Mukerji,2.402025967,Female,FILM AND THEATRE,58865.19576,Asia,18.975,Rani Mukerji
ARTS,JP,130.4,3615559,1978,,SINGER,173061,41,Fukuoka,304254.439,12474432,JAPAN,19.8213991,JPN,8858873,Ayumi Hamasaki,4.165429078,Female,MUSIC,56561.81691,Asia,33.583333,Ayumi Hamasaki
ARTS,US,,12427618,1978,,ACTOR,20913924,40,"Washington, D.C.",566450.7,22658028,United States,20.15899622,USA,10230410,Katherine Heigl,5.248035503,Female,FILM AND THEATRE,104048.5029,North America,,Katherine Heigl
ARTS,US,-121.468889,5466899,1977,CA,ACTOR,17181314,29,Sacramento,251460,7292340,UNITED STATES,16.02544041,USA,1825441,Jessica Chastain,2.85711135,Female,FILM AND THEATRE,173249.3629,North America,38.555556,Jessica Chastain
ARTS,US,-118.761667,4434484,1977,CA,MUSICIAN,145532,49,Los Angeles,155960.3265,7642056,UNITED STATES,19.77591766,USA,3207572,Mike Shinoda,6.050421224,Male,MUSIC,26832.95591,North America,34.153333,Mike Shinoda
ARTS,US,-88.272778,13809159,1977,IL,MUSICIAN,159966,37,Urbana-Champaign,494378.8108,18292016,UNITED STATES,19.10631474,USA,4482857,Ludacris,3.163734732,Male,MUSIC,69234.61707,North America,40.115,Ludacris
ARTS,US,-84.39,32040185,1977,GA,SINGER,523032,54,Atlanta,766342.2778,41382483,UNITED STATES,19.86667684,USA,9342298,Kanye West,2.958805196,Male,MUSIC,208288.0636,North America,33.755,Kanye West
ARTS,US,-77.355,7655882,1977,VA,MUSICIAN,412807,38,Mechanicsville,308606.8947,11727062,United States,19.12902773,USA,4071180,Jason Mraz,4.431205335,Male,MUSIC,56683.40392,North America,37.619167,Jason Mraz
ARTS,CO,-74.796389,22265000,1977,,SINGER,6479315,93,Barranquilla,586653.4516,54558771,COLOMBIA,22.48782196,COL,32293771,Shakira,8.655916069,Female,MUSIC,347787.8847,South America,10.963889,Shakira
ARTS,US,-74.0059,11372099,1977,NY,ACTOR,27611,44,New York,424751,18689044,UNITED STATES,20.27231244,USA,7316945,Sarah Michelle Gellar,4.567342515,Female,FILM AND THEATRE,61766.33342,North America,40.7127,Sarah Michelle Gellar
ARTS,US,-73.989722,7632835,1977,NY,ACTOR,399009,36,New York,320363.8889,11533100,UNITED STATES,18.87072412,USA,3900265,Maggie Gyllenhaal,3.921803253,Female,FILM AND THEATRE,57976.13162,North America,40.717222,Maggie Gyllenhaal
ARTS,US,-73.959722,4175881,1977,NY,SINGER,58848,27,New York,201736.5926,5446888,UNITED STATES,16.8148835,USA,1271007,Fiona Apple,2.957444878,Female,MUSIC,39431.00139,North America,40.790278,Fiona Apple
ARTS,US,-73.195556,12497636,1977,CT,MUSICIAN,212187,35,Bridgeport,505540.5143,17693918,UNITED STATES,19.32185049,USA,5196282,John Mayer,3.638985129,Male,MUSIC,68086.98644,North America,41.186389,John Mayer
SPORTS,US,-71.79,1120231,1977,NH,SKIER,811839,26,Easton,72738.15385,1891192,UNITED STATES,15.29405607,USA,770961,Bode Miller,4.299365252,Male,INDIVIDUAL SPORTS,53197.80041,North America,44.146111,Bode Miller
ARTS,GB,-3.533333,8466317,1977,,MUSICIAN,405704,49,Exeter,279257.7959,13683632,UNITED KINGDOM,19.56459128,GBR,5217315,Chris Martin,4.918187367,Male,MUSIC,78474.34005,Europe,50.716667,Chris Martin
ARTS,GB,1.087,9933709,1977,,ACTOR,9195868,68,Canterbury,313083.0147,21289645,UNITED KINGDOM,21.29441273,GBR,11355936,Orlando Bloom,7.728077907,Male,FILM AND THEATRE,102753.8089,Europe,51.275,Orlando Bloom
SPORTS,FR,2.1698,9541035,1977,,SOCCER PLAYER,220160,68,Les Ulis,313923.6324,21346807,FRANCE,21.17803341,FRA,11805772,Thierry Henry,8.482816128,Male,TEAM SPORTS,132082.5204,Europe,48.6822,Thierry Henry
ARTS,US,-122.416667,6288807,1976,CA,ACTOR,69930,37,San Francisco-Bay Area,265780.2703,9833870,UNITED STATES,19.25883076,USA,3545063,Alicia Silverstone,4.131720734,Female,FILM AND THEATRE,38830.66559,North America,37.783333,Alicia Silverstone
ARTS,US,-118.25,9455585,1976,CA,ACTOR,970011,36,Los Angeles,394974.8889,14219096,UNITED STATES,18.99958475,USA,4763511,Emily Deschanel,3.840685011,Female,FILM AND THEATRE,88428.68989,North America,34.05,Emily Deschanel
PUBLIC FIGURE,US,-111.286389,8016024,1976,MT,PORNOGRAPHIC ACTOR,143695,33,Great Falls,372297.8485,12285829,UNITED STATES,19.74260281,USA,4269805,Tera Patrick,4.401988607,Female,MEDIA PERSONALITY,34227.05729,North America,47.503611,Tera Patrick
ARTS,US,-90.066667,13760137,1976,LA,ACTOR,93560,68,New Orleans,344406.3971,23419635,UNITED STATES,20.75962825,USA,9659498,Reese Witherspoon,5.054576661,Female,FILM AND THEATRE,126308.9251,North America,29.95,Reese Witherspoon
ARTS,US,-74.997,5758728,1976,NJ,ACTOR,691715,37,Cherry Hill,243263.6486,9000755,UNITED STATES,18.89166773,USA,3242027,Ali Larter,4.230526728,Female,FILM AND THEATRE,48044.35215,North America,39.904611,Ali Larter
ARTS,CA,-64.216667,245698,1976,,SINGER,1539839,27,Amherst,46647.77778,1259490,Canada,17.45046693,CAN,1013792,Feist,8.236130995,Female,MUSIC,12620.7963,North America,45.816667,Leslie Feist
SPORTS,BR,-43.196389,14546961,1976,,SOCCER PLAYER,66164,75,Rio de Janeiro,510843.8533,38313289,BRAZIL,22.53370737,BRA,23766328,Ronaldo,11.19764377,Male,TEAM SPORTS,210732.8894,South America,-22.908333,Ronaldo
ARTS,IE,-6.359,9632172,1976,,ACTOR,206705,48,Castleknock,383619.9167,18413756,Ireland,20.56659208,IRL,8781584,Colin Farrell,5.899493425,Male,FILM AND THEATRE,90221.78332,Europe,53.374,Colin Farrell
SPORTS,IT,12.5,3132772,1976,,SOCCER PLAYER,615883,102,Rome,99429.73529,10141833,ITALY,21.52738042,ITA,7009061,Francesco Totti,9.780330642,Male,TEAM SPORTS,53457.06771,Europe,41.9,Francesco Totti
SPORTS,UA,31.88,4259691,1976,,SOCCER PLAYER,616622,60,Dvirkivshchyna,169293.2667,10157596,UKRAINE,19.508797,UKR,5897905,Andriy Shevchenko,8.715547529,Male,TEAM SPORTS,177774.4756,Europe,50.26,Andriy Shevchenko
ARTS,IN,72.825833,6788686,1976,,ACTOR,615942,43,Mumbai,185509.4186,7976905,India,17.62597404,IND,1188219,Abhishek Bachchan,2.13561418,Male,FILM AND THEATRE,32460.60099,Asia,18.975,Abhishek Bachchan
SPORTS,US,-120.483333,6096770,1975,CA,BASKETBALL PLAYER,882558,33,Merced,240334.5455,7931040,UNITED STATES,17.27765322,USA,1834270,Ray Allen,2.960113276,Male,TEAM SPORTS,88291.82639,North America,37.3,Ray Allen
ARTS,US,-118.481389,7731626,1975,CA,ACTOR,163228,51,Los Angeles,253187.3137,12912553,UNITED STATES,19.70726611,USA,5180927,Tobey Maguire,4.984127486,Male,FILM AND THEATRE,93049.97571,North America,34.021944,Tobey Maguire
ARTS,US,-118.25,34643640,1975,CA,ACTOR,5792809,91,Los Angeles,749601.0989,68213700,UNITED STATES,23.07840216,USA,33570060,Angelina Jolie,7.66565495,Female,FILM AND THEATRE,300252.032,North America,34.05,Angelina Jolie
SPORTS,US,-118.039167,15442114,1975,CA,GOLFER,43356,56,Los Angeles,362075.0714,20276204,UNITED STATES,18.75430608,USA,4834090,Tiger Woods,3.196375478,Male,INDIVIDUAL SPORTS,248971.6169,North America,33.818333,Tiger Woods
ARTS,US,-117.038611,4029661,1975,CA,MUSICIAN,1413814,31,San Diego,186471.129,5780605,UNITED STATES,18.75830201,USA,1750944,Tom DeLonge,3.497871484,Male,MUSIC,15512.37601,North America,32.97,Tom DeLonge
ARTS,US,-83.045833,3912152,1975,MI,MUSICIAN,416688,31,Detroit,221805.9677,6875985,UNITED STATES,18.88835707,USA,2963833,Jack White,5.165150768,Male,MUSIC,40496.58309,North America,42.331389,Jack White
SPORTS,US,-76.360126,8643994,1975,VA,BASKETBALL PLAYER,305473,39,Hampton,335376.5641,13079686,United States,19.33462235,USA,4435692,Allen Iverson,4.334115113,Male,TEAM SPORTS,77892.96501,North America,37.034946,Allen Iverson
ARTS,US,-74.261513,6956645,1975,NJ,ACTOR,730484,33,South Orange,339209.4848,11193913,UNITED STATES,19.56301496,USA,4237268,Zach Braff,3.637258417,Male,FILM AND THEATRE,35986.59789,North America,40.748811,Zach Braff
ARTS,US,-74.211862,7931585,1975,NJ,MUSICIAN,162864,27,East Orange,414150.2963,11182058,United States,19.040032,USA,3250473,Lauryn Hill,3.448333348,Female,MUSIC,36087.33049,North America,40.765058,Lauryn Hill
ARTS,US,-74.168849,6387393,1975,NJ,ACTOR,685663,33,Wyckoff,330956.3636,10921560,United States,19.32097228,USA,4534167,Tara Reid,4.550010117,Female,FILM AND THEATRE,59870.25723,North America,40.999093,Tara Reid
ARTS,US,-70.615278,4880576,1975,MA,ACTOR,689839,30,Falmouth,249900.2333,7497007,UNITED STATES,18.64332597,USA,2616431,Casey Affleck,4.00637627,Male,FILM AND THEATRE,37382.7183,North America,41.551389,Casey Affleck
ARTS,GB,-0.973056,14971440,1975,,ACTOR,52707,73,Reading,378422.6712,27624855,UNITED KINGDOM,21.29968714,GBR,12653415,Kate Winslet,6.431854719,Female,FILM AND THEATRE,182694.1053,Europe,51.454167,Kate Winslet
ARTS,GB,-0.72292,3035648,1975,,ACTOR,172340,28,Kettering,200468.2143,5613110,UNITED KINGDOM,18.07028226,GBR,2577462,Sienna Guillory,4.918409625,Female,FILM AND THEATRE,56033.65596,Europe,52.39312,Sienna Guillory
ARTS,GB,-0.3507,561907,1975,,SINGER,21487008,36,Hounslow,89504.88889,3222176,United Kingdom,18.74658719,GBR,2660269,M.I.A.,8.769009567,Female,MUSIC,38697.48736,Europe,51.4668,M.I.A.
SPORTS,GB,0.01,18690604,1975,,SOCCER PLAYER,8618,81,Leytonstone,453207.7654,36709829,UNITED KINGDOM,22.04204276,GBR,18019225,David Beckham,8.108126454,Male,TEAM SPORTS,230186.9724,Europe,51.569,David Beckham
PUBLIC FIGURE,GB,0.145,4843382,1975,,CHEF,262464,34,Clavering,208293.7647,7081988,UNITED KINGDOM,18.55246341,GBR,2238606,Jamie Oliver,3.889618354,Male,MEDIA PERSONALITY,36406.63606,Europe,51.965,Jamie Oliver
ARTS,GB,0.3247,17229127,1975,,ACTOR,1996436,30,Grays,715914.0333,21477421,UNITED KINGDOM,18.26630746,GBR,4248294,Russell Brand,2.537707816,Male,FILM AND THEATRE,160582.1671,Europe,51.4724,Russell Brand
INSTITUTIONS,XK,20.433333,182454,1975,,POLITICIAN,31420653,29,®ÕÌ»akovica,14578.10345,422765,Kosovo,15.48914325,SCG,240311,Atifete Jahjaga,8.40300678,Female,GOVERNMENT,9199.203454,Europe,42.383333,Atifete Jahjaga
ARTS,ZA,28.320556,14527556,1975,,ACTOR,5132,62,Johannesburg,445516.7581,27622039,SOUTH AFRICA,20.91267584,ZAF,13094483,Charlize Theron,6.189525539,Female,FILM AND THEATRE,227524.2552,Africa,-26.188333,Charlize Theron
ARTS,UA,30.523333,10833139,1975,,ACTOR,159547,48,Kiev,452585.5,21724104,UKRAINE,20.60085021,UKR,10890965,Milla Jovovich,6.271677709,Female,FILM AND THEATRE,159474.7452,Europe,50.45,Milla Jovovich
ARTS,IN,77.172222,6866492,1975,,ACTOR,415405,42,Shimla,197209.7619,8282810,India,17.67377979,IND,1416318,Preity Zinta,2.448724293,Female,FILM AND THEATRE,50442.53445,Asia,31.103333,Preity Zinta
SCIENCE & TECHNOLOGY,AU,138.601,1024485,1975,,MATHEMATICIAN,1118498,29,Adelaide,61089.10345,1771584,AUSTRALIA,17.32435006,AUS,747099,Terence Tao,5.635514183,Male,MATH,12826.14352,Oceania,-34.929,Terence Tao
ARTS,US,,870300,1975,CA,SINGER,319659,45,Los Angeles,186799.6444,8405984,United States,20.98268545,USA,7535684,Fergie,8.352159008,Female,MUSIC,36387.50497,North America,,Fergie
ARTS,US,,24758992,1975,NY,SINGER,192481,67,New York,632055.6716,42347730,United States,22.43448613,USA,17588738,50 Cent,5.934493101,Male,MUSIC,105984.9005,North America,,50 Cent
ARTS,US,,291804,1975,HI,MUSICIAN,494720,29,Oahu,52755.75862,1529917,United States,17.16403471,USA,1238113,Jack Johnson,4.785556771,Male,MUSIC,18298.15681,North America,,Jack Johnson (musician)
ARTS,US,-118.25,27364717,1974,CA,ACTOR,52711,78,Los Angeles,691050.3462,53901927,UNITED STATES,22.33124629,USA,26537210,Leonardo DiCaprio,6.901818213,Male,FILM AND THEATRE,359132.3371,North America,34.05,Leonardo DiCaprio
PUBLIC FIGURE,US,-115.173851,17556521,1974,NV,PORNOGRAPHIC ACTOR,74573,48,Las Vegas,629642.0417,30222818,UNITED STATES,21.88675274,USA,12666297,Jenna Jameson,5.567241767,Female,MEDIA PERSONALITY,74412.15467,North America,36.121514,Jenna Jameson
ARTS,US,-111.733056,235482,1974,UT,MUSICIAN,159727,26,Payson,38403.80769,998499,United States,17.7361012,USA,763017,Jewel,9.226125527,Female,MUSIC,8438.35031,North America,40.038889,Jewel (singer)
PUBLIC FIGURE,US,-96.796667,1151246,1974,TX,PRESENTER,358934,26,Dallas,77174.76923,2006544,UNITED STATES,16.80288111,USA,855298,Alex Jones,5.040600352,Male,MEDIA PERSONALITY,26405.66394,North America,32.775833,Alex Jones
ARTS,US,-80.208889,10317118,1974,FL,ACTOR,1031515,47,Miami,381499.8511,17930493,UNITED STATES,20.4770221,USA,7613375,Eva Mendes,5.153622921,Female,FILM AND THEATRE,98490.90418,North America,25.775278,Eva Mendes
ARTS,CA,-75.69189,7541557,1974,,SINGER,60328,54,Ottawa,231432.3148,12497345,CANADA,20.55879928,CAN,4955788,Alanis Morissette,5.121007668,Female,MUSIC,47008.94053,North America,45.42144,Alanis Morissette
ARTS,GB,-2.798,3205279,1974,,SINGER,262475,37,Whiston,130774.0811,4838641,UNITED KINGDOM,18.09265778,GBR,1633362,Melanie Chisholm,4.343810396,Female,MUSIC,41059.23716,Europe,53.413,Melanie C
ARTS,GB,-2.583333,12773502,1974,,ARTIST,396241,42,Bristol,419406.9524,17615092,United Kingdom,19.10604185,GBR,4841590,Banksy,3.615739999,Male,FINE ARTS,151965.4085,Europe,51.45,Banksy
SPORTS,GB,-2.2931,3800558,1974,,SOCCER PLAYER,599983,52,Manchester,126212.6923,6563060,UNITED KINGDOM,19.29409578,GBR,2762502,Paul Scholes,6.400417705,Male,TEAM SPORTS,58664.47455,Europe,53.483,Paul Scholes
ARTS,GB,-2.183333,8570412,1974,,SINGER,39010,65,Stoke-on-Trent,279335.8462,18156830,UNITED KINGDOM,21.44523903,GBR,9586418,Robbie Williams,7.329906518,Male,MUSIC,93806.53304,Europe,53,Robbie Williams
ARTS,GB,-1.665,4626779,1974,,SINGER,15022585,55,Tidworth,174630.6,9604683,UNITED KINGDOM,20.54671204,GBR,4977904,James Blunt,7.160537594,Male,MUSIC,52310.4057,Europe,51.235,James Blunt
PUBLIC FIGURE,GB,-0.1099,7717275,1974,,MODEL,276361,37,Croydon,376345.2703,13924775,UNITED KINGDOM,20.54673624,GBR,6207500,Kate Moss,5.863565373,Female,MEDIA PERSONALITY,52096.44861,Europe,51.3727,Kate Moss
ARTS,GB,0.128,8351061,1974,,SINGER,45979,48,Harlow,285687.3333,13712992,UNITED KINGDOM,20.10639883,GBR,5361931,Victoria Beckham,5.494113661,Female,MUSIC,83669.68552,Europe,51.779,Victoria Beckham
ARTS,IT,11.85,1469948,1974,,SINGER,515766,48,Solarolo,157724.25,7570764,ITALY,20.73271876,ITA,6100816,Laura Pausini,6.850927719,Female,MUSIC,35033.76276,Europe,44.366667,Laura Pausini
SPORTS,IT,12.3,3852385,1974,,SOCCER PLAYER,20118104,61,Conegliano,210397.7377,12834262,ITALY,21.11109831,ITA,8981877,Alessandro Del Piero,8.909295512,Male,TEAM SPORTS,98980.94111,Europe,45.886756,Alessandro Del Piero
HUMANITIES,IN,80.27,500014,1974,,WRITER,18655143,28,Chennai,22478.53571,629399,India,14.58983537,IND,129385,Aravind Adiga,2.861149572,Male,LANGUAGE,7003.214935,Asia,13.083889,Aravind Adiga
ARTS,US,,11513098,1974,,ACTOR,43997,37,"Washington, D.C.",544853.3514,20159574,United States,20.08455926,USA,8646476,Alyson Hannigan,4.590781915,Female,FILM AND THEATRE,130577.8459,North America,,Alyson Hannigan
